text,timestamp,user_id,company_mentioned,topic_discussed,true_sentiment
Really impressed with Nationwide's customer service when dealing with my renewal. The online portal makes everything so easy.,2023-12-26,d1dea3a4,Nationwide,renewal,positive
"The claims process with Lemonade was surprisingly smooth. The whole process was painless, which I wasn't expecting!",2023-12-27,c62fb3c4,Lemonade,customer service,positive
State Farm's customer service is a joke when it comes to premium increase. Total ripoff!,2023-12-29,99e0c524,State Farm,premium increase,negative
Researching renters insurance options and considering The Hartford. Trying to make sure I'm getting the best deal possible.,2023-12-31,dbdbb0dc,The Hartford,renters insurance,neutral
Switching away from Liberty Mutual after their horrible handling of my customer service. Feels like they're actively trying to make things difficult.,2023-12-31,98429d53,Liberty Mutual,customer service,negative
Switching away from Geico after their horrible handling of my online quotes. Their agents don't seem to know their own policies.,2023-12-31,8ddfdd7b,Geico,online quotes,negative
Don't believe Progressive's advertisements about accident forgiveness. Spent hours on hold only to get nowhere.,2024-01-01,f0ce2bd2,Progressive,accident forgiveness,negative
Avoid Geico at all costs! Their premium increase is terrible. Spent hours on hold only to get nowhere.,2024-01-02,549ab7db,Geico,premium increase,negative
What's the process for filing a health insurance claim with The Hartford? Trying to make sure I'm getting the best deal possible.,2024-01-02,23cf17a8,The Hartford,health insurance,neutral
My agent at Progressive went above and beyond with my deductibles issue. They processed everything quickly and efficiently.,2024-01-03,0e69321f,Progressive,deductibles,positive
Don't believe State Farm's advertisements about claims process. Complete waste of time and money.,2024-01-04,04c7a614,State Farm,claims process,negative
Just had a great experience with American Family! Their liability coverage is excellent. It was refreshing to deal with people who genuinely wanted to help.,2024-01-05,60d7e7d8,American Family,liability coverage,positive
Don't believe Progressive's advertisements about insurance agents. They're just looking for excuses not to pay.,2024-01-08,b48cdfc0,Progressive,insurance agents,negative
Worst experience ever with The Hartford's renters insurance. Their agents don't seem to know their own policies.,2024-01-11,f281f92b,The Hartford,renters insurance,negative
They denied my claim even though I've been paying for home insurance coverage for years! Would give zero stars if I could.,2024-01-12,dcde0794,Travelers,home insurance,negative
Can't recommend Travelers enough for online quotes. Highly recommend!,2024-01-12,f1cafc0d,Travelers,online quotes,positive
Been fighting with Erie Insurance for 8 months over my deductibles claim. Total ripoff!,2024-01-13,351f90bc,Erie Insurance,deductibles,negative
Had to file a complaint with the insurance commissioner about Liberty Mutual's underwriting practices. Complete waste of time and money.,2024-01-14,9bab80f8,Liberty Mutual,underwriting,negative
Been fighting with Root for 9 months over my policy coverage claim. Complete waste of time and money.,2024-01-15,6f2bcb31,Root,policy coverage,negative
Don't believe Nationwide's advertisements about discounts. Total ripoff!,2024-01-17,d3bdf213,Nationwide,discounts,negative
Comparing discounts between Liberty Mutual and Geico. Not sure if it's worth switching from my current provider.,2024-01-18,51969004,Liberty Mutual,discounts,neutral
Nationwide's customer service is a joke when it comes to mobile app. Spent hours on hold only to get nowhere.,2024-01-22,8c0cdc73,Nationwide,mobile app,negative
Worst experience ever with Erie Insurance's life insurance. Feels like they're actively trying to make things difficult.,2024-01-23,00d14f07,Erie Insurance,life insurance,negative
My agent at Erie Insurance went above and beyond with my claims process issue. They really came through when I needed them.,2024-01-25,0685acae,Erie Insurance,claims process,positive
Worst experience ever with Amica's claims process. Would give zero stars if I could.,2024-01-25,49c0c5d1,Amica,claims process,negative
They denied my claim even though I've been paying for home insurance coverage for years! Will be filing a complaint with my state insurance board.,2024-01-26,a18630e0,Farmers,home insurance,negative
Anyone know if Farmers will increase claims process rates after a minor hail damage? Has anyone had a similar experience?,2024-01-26,0c305b91,Farmers,claims process,neutral
"Allstate's home insurance is worth every penny. The whole process was painless, which I wasn't expecting!",2024-01-28,af9a8f03,Allstate,home insurance,positive
Had to file a complaint with the insurance commissioner about Travelers's liability coverage practices. Their agents don't seem to know their own policies.,2024-01-29,4120a115,Travelers,liability coverage,negative
Worst experience ever with Farmers's discounts. Feels like they're actively trying to make things difficult.,2024-01-30,4c42e897,Farmers,discounts,negative
Just got a quote from Amica for mobile app. Not sure what to think yet. Wondering if there are better options out there.,2024-02-01,d2a2d7f4,Amica,mobile app,neutral
Anyone know if Amica will increase bundling rates after a minor accident? Not sure if it's worth switching from my current provider.,2024-02-01,75ecc0df,Amica,bundling,neutral
Worst experience ever with Geico's renewal. Spent hours on hold only to get nowhere.,2024-02-03,e3c40f7c,Geico,renewal,negative
I've been with Erie Insurance for 3 years and their deductibles has always been top-notch. The agent was extremely helpful and knowledgeable.,2024-02-03,75c06e40,Erie Insurance,deductibles,positive
Does Amica offer good renters insurance for someone in California? Still weighing my options at this point.,2024-02-04,783ce949,Amica,renters insurance,neutral
Comparing claims process between Lemonade and Allstate. Any pros/cons would be helpful.,2024-02-05,761ba4a7,Lemonade,claims process,neutral
American Family's customer service is a joke when it comes to online quotes. Will be filing a complaint with my state insurance board.,2024-02-05,96d34e0c,American Family,online quotes,negative
Anyone else having issues with Allstate's accident forgiveness? Feels like they're actively trying to make things difficult.,2024-02-05,00318648,Allstate,accident forgiveness,negative
Avoid Nationwide at all costs! Their premium increase is terrible. Will be filing a complaint with my state insurance board.,2024-02-07,e87ab6f8,Nationwide,premium increase,negative
USAA's discounts is worth every penny. Will definitely be sticking with them for the foreseeable future.,2024-02-08,196c3c81,USAA,discounts,positive
Don't believe Farmers's advertisements about accident forgiveness. Feels like they're actively trying to make things difficult.,2024-02-08,b6fa620c,Farmers,accident forgiveness,negative
Been fighting with USAA for 4 months over my bundling claim. Their agents don't seem to know their own policies.,2024-02-08,4cba6468,USAA,bundling,negative
Don't believe Lemonade's advertisements about liability coverage. Complete waste of time and money.,2024-02-08,edc0dc5a,Lemonade,liability coverage,negative
Switching away from Liberty Mutual after their horrible handling of my health insurance. Their agents don't seem to know their own policies.,2024-02-08,b7d1536f,Liberty Mutual,health insurance,negative
Worst experience ever with Erie Insurance's accident forgiveness. Spent hours on hold only to get nowhere.,2024-02-09,c42c336d,Erie Insurance,accident forgiveness,negative
Anyone else having issues with American Family's deductibles? Feels like they're actively trying to make things difficult.,2024-02-10,4ca3530c,American Family,deductibles,negative
Had to file a complaint with the insurance commissioner about The Hartford's health insurance practices. Total ripoff!,2024-02-10,4e6ff985,The Hartford,health insurance,negative
Switching away from USAA after their horrible handling of my deductibles. Their agents don't seem to know their own policies.,2024-02-12,d06185e5,USAA,deductibles,negative
Switching away from Liberty Mutual after their horrible handling of my auto insurance. Their agents don't seem to know their own policies.,2024-02-12,ffc43808,Liberty Mutual,auto insurance,negative
Farmers came through for me after my fender bender. Their auto insurance coverage was exactly what I needed. It was refreshing to deal with people who genuinely wanted to help.,2024-02-12,8e4480ff,Farmers,auto insurance,positive
New policy with Travelers starts next month. Any tips regarding their liability coverage? Has anyone had a similar experience?,2024-02-13,3c0970fa,Travelers,liability coverage,neutral
Looking for feedback on Allstate for customer service. Still weighing my options at this point.,2024-02-13,d61ff964,Allstate,customer service,neutral
Researching renewal options and considering Erie Insurance. Not sure if it's worth switching from my current provider.,2024-02-13,ad33b2ff,Erie Insurance,renewal,neutral
Can't recommend Lemonade enough for roadside assistance. They really came through when I needed them.,2024-02-14,ba4f33ae,Lemonade,roadside assistance,positive
Does The Hartford offer good home insurance for someone in New York? Wondering if there are better options out there.,2024-02-15,c794cf14,The Hartford,home insurance,neutral
Anyone else having issues with Amica's mobile app? They're just looking for excuses not to pay.,2024-02-15,dc3804c8,Amica,mobile app,negative
The claims process with Erie Insurance was surprisingly smooth. It was refreshing to deal with people who genuinely wanted to help.,2024-02-16,51841b10,Erie Insurance,roadside assistance,positive
Comparing roadside assistance between Geico and Nationwide. Just doing my research before making a decision.,2024-02-16,b8736791,Geico,roadside assistance,neutral
My agent at Lemonade went above and beyond with my accident forgiveness issue. Will definitely be sticking with them for the foreseeable future.,2024-02-17,d7275b1d,Lemonade,accident forgiveness,positive
Can't recommend Erie Insurance enough for bundling. The agent was extremely helpful and knowledgeable.,2024-02-17,bd1c641c,Erie Insurance,bundling,positive
Does Progressive offer good health insurance for someone in Colorado? Any pros/cons would be helpful.,2024-02-18,5f2369b6,Progressive,health insurance,neutral
Had to file a complaint with the insurance commissioner about State Farm's renters insurance practices. Always some fine print they try to hide behind.,2024-02-20,c4be1851,State Farm,renters insurance,negative
The claims process with Allstate was surprisingly smooth. They processed everything quickly and efficiently.,2024-02-21,0c5aef9e,Allstate,underwriting,positive
Anyone else having issues with Nationwide's liability coverage? Spent hours on hold only to get nowhere.,2024-02-22,c96a16dd,Nationwide,liability coverage,negative
The claims process with Root was surprisingly smooth. They processed everything quickly and efficiently.,2024-02-22,2e749594,Root,renewal,positive
Switching away from Nationwide after their horrible handling of my discounts. They're just looking for excuses not to pay.,2024-02-23,0169496e,Nationwide,discounts,negative
They denied my claim even though I've been paying for home insurance coverage for years! Always some fine print they try to hide behind.,2024-02-23,42037c7e,Amica,home insurance,negative
"I've been with Progressive for 9 years and their customer service has always been top-notch. Their mobile app is actually useful, unlike some other companies.",2024-02-23,1553e2b1,Progressive,customer service,positive
Don't believe Geico's advertisements about roadside assistance. Would give zero stars if I could.,2024-02-24,89ff59a6,Geico,roadside assistance,negative
Travelers's customer service is a joke when it comes to insurance agents. They're just looking for excuses not to pay.,2024-02-25,57722bd6,Travelers,insurance agents,negative
Has anyone had experience with Erie Insurance's discounts? What's been your experience with them?,2024-02-26,1aded8b8,Erie Insurance,discounts,neutral
Looking for feedback on Amica for insurance agents. What's been your experience with them?,2024-02-27,4a0a3973,Amica,insurance agents,neutral
They denied my claim even though I've been paying for life insurance coverage for years! Always some fine print they try to hide behind.,2024-02-29,c84e219c,Amica,life insurance,negative
Geico increased my premium increase premium by 38% for no reason! Would give zero stars if I could.,2024-02-29,18e63618,Geico,premium increase,negative
Anyone else having issues with Progressive's bundling? Would give zero stars if I could.,2024-02-29,7a4fe55b,Progressive,bundling,negative
Researching auto insurance options and considering Travelers. Curious about others' experiences before I commit.,2024-02-29,c6c45c45,Travelers,auto insurance,neutral
